Subject Code,Course Number,Course Title
HPD,336,Harpsichord Instruction
HPD,339,Performance Honors in Haprsichord
HPD,430,Harpsichord Instruction
HPD,435,Harpsichord Instruction
HPD,436,Harpsichord Instruction
HPD,439,Performance Honors in Haprsichord
HPD,530,Harpsichord Instruction
HPD,535,Harpsichord Instruction
HPD,536,Harpsichord Instruction
HRP,150,Harp Instruction
HRP,155,Harp Instruction
HRP,156,Harp Instruction
HRP,250,Harp Instruction
HRP,255,Harp Instruction
HRP,256,Harp Instruction
HRP,350,Harp Instruction
HRP,355,Harp Instruction
HRP,356,Harp Instruction
HRP,359,Performance Honors in Harp
HRP,450,Harp Instruction
HRP,455,Harp Instruction
HRP,456,Harp Instruction
HRP,459,Performance Honors in Harp
HRP,550,Harp Instruction
HRP,555,Harp Instruction
HRP,556,Harp Instruction
HSH,101,First-Year Gateway
HST,100,Selected Topics
HST,101,American History to 1865
HST,102,American History Since 1865
HST,111,"Early Modern Europe, 1350-1815"
HST,112,Modern Europe: Napoleon to the Present
HST,121,Global History to 1750
HST,122,Global History 1750 to Present
HST,145,Archaeology of and in the Modern World
HST,180,International Course
HST,200,Selected Topics
HST,201,Research Seminar in History
HST,208,Middle East Since the Rise of Islam
HST,209,Modern Middle East
HST,210,The Ancient World
HST,211,Medieval and Renaissance Europe
HST,213,Africa: Ancient Times to 1800
HST,214,Modern Africa: 1800 - Present
HST,222,History of American Sexuality
HST,231,English History
HST,232,English History
HST,270,Experience Credit
HST,280,International Course
HST,281,Hostile Friends? France & the US 1919-Today
HST,290,Independent Study
HST,300,Selected Topics
HST,301,Practicum in the Study of History
HST,302,Early American History
HST,303,The Age of the American Revolution
HST,304,Age of Jefferson and Jackson
HST,305,America in Crisis: The Civil War and Reconstruction
HST,306,The Long Civil Rights Era
HST,307,"The United States in the Modern Age, 1917-1963"
HST,308,"Recent History of the United States, 1963-Present"
HST,309,Africa and Global Affairs 1870 - Present
HST,310,The Early Middle Ages
HST,311,Medieval Civilization
HST,312,Reformation of the 16th Century
HST,313,French Revolution: Sun King to Guillotine
HST,314,Europe from Bismarck to the First World War
HST,315,Europe in the Age of Hitler and Stalin
HST,316,Europe Since 1945
HST,317,The Arab Revolutions
HST,319,The Middle East in the 20th Century
HST,320,Traditional China
HST,321,Modern China
HST,322,Colonial Latin America
HST,323,Modern Latin America
HST,324,Recent Latin American History
HST,328,Ancient and Medieval India
HST,329,Making of Modern India
HST,330,Slavery and Freedom in the Americas
HST,331,Race & Sport in U.S. History
HST,332,African American History: Through the 19th Century
HST,333,African American History: After the 19th Century
HST,336,America and the Middle East
HST,337,"America in the World: The History of U.S. Foreign Relations, 1898-Present"
HST,338,Middle East Media
HST,339,Science and Society
HST,340,Women in America: 17th Century to the Civil War
HST,341,The Modern American Presidency
HST,342,Modern American Political Thought
HST,343,Food in Pre-Modern Europe
HST,344,Social Protest in the U.S.
HST,345,"Workers and Organized Labor in U.S. History, 1840 to Present"
HST,347,Modern American Politics Through Fiction
HST,348,Queering the Middle Ages?
HST,349,Women in America: Civil War to Present
HST,350,The Global Cold War
HST,351,Godzilla to Gangnam: Korean-Japanese Relations
HST,352,History of Ancient Greece
HST,353,History of Ancient Rome
HST,354,Decline and Fall of the Roman Empire
HST,355,The Italian Renaissance
HST,356,Modern Italy
HST,357,Culture and politics in Early Modern England: Henry VIII to Charles I
HST,358,Democracy Ancient and Modern
HST,359,Modern Britain 1850 to the Present
HST,360,Modern France from Napoleon
HST,361,"Germany to World War I, 1770-1918"
HST,362,Nazi Germany and the Holocaust
HST,363,Germany Since 1945
HST,364,The Origins of Modern Russia
HST,365,Russia in the Twentieth Century
HST,366,Modern East Africa Since 1850
HST,367,Plague to AIDS
HST,368,Islam and the West
HST,369,"The World at War: 1914-1918, 1939-1945"
HST,370,American Military History
HST,372,Caste and Inequality in Modern India
HST,373,The Crusades
HST,374,Popular Culture in the Middle East
HST,375,British Empire
HST,376,Death in the Middle Ages
HST,377,History of Venice
HST,378,Early Modern Mediterranean
HST,379,"Gender, Race, and Colonialism"
HST,380,International Course
HST,381,"Genocide, Atrocity, and Political Violence in the Modern World"
HST,383,Foundations of American Political Thought
HST,384,American Environmental History and Geography
HST,385,"United States Legal History, 1620 to Present"
HST,386,"Crime and Society in American History, 1620 to Present"
HST,387,"Women, Abolition, and Religion in 19th Century America"
HST,388,"Vietnam: Movies, Memoirs and the Shaping of Public Memory"
HST,389,LGBT History
HST,390,Independent Study
HST,391,Mary Magdalene: History of a Legend
HST,392,The Korean War
HST,393,East Asia and the Socialist Experience
HST,395,The History of Modern Japan
HST,396,Women and the American Frontier
HST,397,The History of Modern Korea
HST,398,Saints and Sinners in the Middle Ages
HST,399,Utopia and Institution: Early Monasticism
HST,400,Selected Topics
HST,401,Senior Seminar
HST,402,Slavery and Abolition
HST,403,American History Through Documentary Film
HST,405,History of American Popular Culture
HST,406,Contemporary Issues in Chile and Latin America
HST,407,Iraq: Modern Nation to US Occupation
HST,408,The Practice of Eros:A History of Sexuality in Europe (1400-1800)
HST,409,A History of Witchcraft
HST,410,Science and Technology in the Modern World
HST,411,Contemporary Central and Eastern Europe
HST,412,Modern Spain: History and Politics
HST,413,China Encounters the West: Qing Dynasty to Early Republic
HST,414,America: A  Foreign Perspective
HST,415,"Europe, Russia and the Eastern Borderlands"
HST,416,Europe and Arc of Crises
HST,417,History of Women in Spain
HST,418,The Italian Mafia
HST,420,The East Asian Century? Opportunities and Challenges for the Region & the US
HST,422,Ethnic History of Britain
HST,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone"
HST,426,African American Urban History
HST,433,Negotiating Identities Across Europe’s Borders
HST,434,Underground Railroad
HST,441,Europe and International Security Issues
HST,443,"Culture, Confucianism and Chinese Modernity"
HST,444,"Culture, Business and Political Economics in East Asia"
HST,445,Contemporary British Politics and the Modern World
HST,447,France from the Revolution to the Great War
HST,449,France from the Treaty of Versailles to European Integration
HST,451,"Visual Culture Past and Present: Gender, Religion and Politics"
HST,452,"Italy: Past, Present and Future Challenges"
HST,453,Twentieth Century Europe
HST,454,Family and Gender in Contemporary Italy
HST,457,"Gender, Politics, Society in Europe (1400-1800)"
HST,464,Borders in Flux: Identities and Conflict in Ireland
HST,470,Experience Credit
HST,471,European Identity: Shifting Borders
HST,474,A History of London in Eleven Objects
HST,480,International Course
HST,481,East Central Europe in the 20th century
HST,482,Azahar: Interfaith Relations in Spain (711-1492)
HST,490,Independent Study
HST,495,Distinction Thesis in History
HST,496,Distinction Thesis in History
HST,499,Honors Capstone Project
HST,500,Selected Topics
HST,510,Studies in African American History
HUM,141,Computing Culture: Technology and the Humanities
HUM,145,Introduction to Health Humanities
HUM,280,International Course
HUM,304,The Other China: Ethnic Minorities and Development
HUM,311,Community Writing: Photography & Literacy
HUM,321,"Christians, Jews and Muslims"
HUM,380,International Course
HUM,400,Selected Topics
HUM,403,"China: Past, Present and Future"
HUM,404,’AZAHAR’ The Islamic Conquest and the Christian Reconquest
HUM,420,Studies in Renaissance Cultural History
HUM,441,Digital Humanities Capstone
HUM,445,Health Humanities Capstone
HUM,470,Experience Credit
HUM,480,International Course
HUM,482,Azahar: Interfaith Relations in Spain (711-1492)
HUM,501,Humanism and the Arts in Renaissance Italy
ICC,270,Experience Credit
ICC,300,Selected Topics
ICC,306,"Content Management, Development and Innovation"
ICC,400,Selected Topics
ICC,427,New Media Venture Launch
ICC,428,Entertainment Innovation & Entrepreneurship
ICC,500,Selected Topics
ICC,510,Topics in Media Entrepreneurship
ICC,523,Digital Branding and Strategy
ICC,565,Designing Interactivity
ICC,575,Advanced Web Design
IDE,201,Integrating Technology into Instruction I
IDE,301,Integrating Technology into Instruction II
IDE,331,"Measurement, Evaluation and Improvement of Human Performance"
IDE,400,"Selected Topics: Instructional Design, Development & Evaluation"
IDE,401,Integrating Technology into Instruction III
IDE,456,Computers as Critical Thinking Tools
IDE,457,Design of Online Courses
IDE,552,Digital Media Production
IDS,301,What’s the Big Idea?: Technology Innovation
IDS,302,Idea2Startup
IDS,360,Entrepreneurial Immersion Experience
IDS,403,iLaunchPad
IDS,490,Independent Study
ILL,251,Introduction to Illustration I
ILL,252,Introduction to Illustration II
ILL,253,Media Arts Techniques I
ILL,254,Media Arts Techniques II
ILL,255,History of Illustration
ILL,256,Intro to Digital Illustration
ILL,273,Drawing for Illustration
ILL,301,History of Comics
ILL,351,Intermediate Illustration I
ILL,352,Intermediate Illustration II
ILL,353,Illustration Research Problems
ILL,451,Senior Portfolio I
ILL,452,Senior Portfolio II
ILL,453,The Business of Illustration
ILL,455,IIlustration Concepts: Editorial Focus
ILL,456,Illustration Concepts: Sequential Focus
ILL,457,IIlustration Concepts: Visual Development Focus
ILL,458,Illustration Concepts: Product Focus
ILL,499,Honors Capstone Project
ILL,565,Intro to Digital Illustration
INB,342,Cross-Cultural Management: Communicating in the Global Workplace
INB,366,Economic Policies of the European Union
INB,444,"Culture, Business and Political Economics in East Asia"
INB,452,International Entrepreneurship
INB,453,New and Emerging Markets
INB,470,Experience Credit
IND,104,Fundamentals of Industrial & Interaction Design
IND,204,Industrial Design: Technical Graphics
IND,270,Experience Credit
IND,271,Principles of Industrial Design I
IND,272,Principles of Industrial Design II
IND,273,Principles of Industrial Form I
IND,274,Principles of Industrial Form II
IND,276,Industrial Design: Visualization and Representation
IND,280,Intertnational Course
IND,373,Production Processes: Metals
IND,374,Production Processes: Plastics
IND,375,Human Factors For Designers
IND,376,Digital Surface Modeling
IND,377,Industrial Design: Typography Studio
IND,379,Industrial Design: Primary and Secondary Research
IND,471,Multidisciplinary Product Development
IND,472,Industrial Design: Product Systems
IND,476,Industrial Design: Environmental Practicum
IND,478,Symbology and Semiotics in Industrial Design
IND,479,Industrial Design Interface
IND,481,Ethnography and Culture in Design
IND,499,Honors Capstone Project
IND,571,Industrial Design: Product Practicum
IND,572,Industrial Design: Advanced Problems
IND,573,Industrial Design: Thesis Research
IND,574,Industrial Design: Thesis
IND,577,Industrial Design: Philosophy and Ethics
IND,578,Industrial Design: Professional Practices
IRP,201,International Relations Research Methods
IRP,314,European Identity: Shifting Borders
IRP,315,European Identity: Multicultural Europe
IRP,320,The East Asian Century? Opportunities and Challenges for the Region & the US
IRP,334,Contemporary Issues in Chile and Latin America
IRP,338,"U.S. Intelligence Community: Governance & Practice, 1947-Present"
IRP,351,China’s Economy and Financial System
IRP,370,Experience Credit
IRP,400,Selected Topics
IRP,401,Global Policy Seminar
IRP,402,Global Policy Seminar II
IRP,403,Global Issues
IRP,404,Global Political Economy Issue
IRP,410,International Relations Capstone Seminar
IRP,412,Global Governance: The United Nations System
IRP,413,Global Governance Practicum
IRP,414,Global Diplomacy Practicum
IRP,417,Human Rights in the Americas
IRP,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone"
IRP,431,Environment and Development in China
IRP,444,"Culture, Business and Political Economics in East Asia"
IRP,450,Undergrad Research Prog
IRP,458,Contemporary Issues in Turkey
IRP,471,Global Internship
IRP,480,International Course
IRP,495,Distinction in International Relations Seminar
IRP,498,IR Capstone
IRP,499,Honors Capstone Project
IRP,600,Selected Topics
ISD,205,Drafting for Designers
ISD,352,Interior Design: Contract
ISD,354,Architectural Systems for Designers
ISD,380,International Course
ISD,480,International Course
ISD,499,Honors Capstone Project
IST,101,First-Year Forum
IST,180,International Course
IST,195,Information Technologies
IST,200,Selected Topics
IST,233,Introduction to Networks and Cloud Computing
IST,255,The Power of Information
IST,256,Application Programming for Information Systems
IST,263,Introduction to Front-End Web Development
IST,280,International Course
IST,300,Selected Topics
IST,303,Global Financial Systems Architecture
IST,305,"Globalization , Collaboration, Culture, Systems & Data"
IST,322,Digital Strategy & Analytics for the Web
IST,323,Introduction to Information Security
IST,325,Information Management Consultation
IST,332,Digital Strategy & Analytics for the Web
IST,335,Introduction to Information-Based Organizations
IST,336,Leading Issues in Information Security
IST,337,IM&T Support Practicum
IST,341,Human-Centered Design
IST,342,Information Security Policy
IST,343,Data in Society
IST,344,Information Reporting and Presentation
IST,345,Managing Information Systems Projects
IST,346,Information Technology Management and Administration
IST,349,Human Computer Interaction
IST,352,Information Analysis of Organizational Systems
IST,359,Introduction to Database Management Systems
IST,360,Global Information Technology Abroad
IST,363,Advanced Front End Web Design
IST,371,Career Development Skills for Information Professions
IST,382,Cultural Competencies for Information Professionals
IST,387,Introduction to Applied Data Science
IST,400,Selected Topics
IST,402,Digital Forensics
IST,407,Data Mining
IST,408,Blockchain Management
IST,414,Data Driven Inquiry
IST,418,Big Data Analytics
IST,419,Applied Economics for Information Managers
IST,421,Information Visualization
IST,425,Enterprise Risk Management
IST,426,Information Justice & Community Engagement
IST,429,Technology and the Future of Work
IST,431,Security in a Networked Environment
IST,432,Enterprise Systems
IST,442,Agile Project Management Methodologies
IST,443,Critique of the Information Age
IST,447,Complex issues in IT Project Management
IST,448,Enterprise Wireless Network Technologies
IST,452,Advanced Computer Networking
IST,455,Enterprise IT Consultation
IST,456,Information Policies and Decision Making
IST,462,Scripting for Data Analysis
IST,466,Prof Issues/Info Mgmt & Tech
IST,469,Advanced Database Management Systems
IST,471,Internship in Information Management and Technology
IST,472,Cooperative Education in Information Management and Technology
IST,475,Full Stack Web Development
IST,476,Applied Information Security
IST,477,"Capstone in Innovation, Society & Technology (IST)"
IST,486,Social Media in the Organization
IST,487,Modern Web Infrastructure
IST,490,Independent Study
IST,499,Honors Capstone Project
IST,500,Selected Topics
IST,511,Cultural Foundations of Information Studies
IST,523,Graphic Design for the Web
IST,564,Accessible Library & Information Services
ITA,101,Italian I
ITA,102,Italian II
ITA,115,Beginning Italian I
ITA,116,Beginning Italian II
ITA,117,Italian Community and Culture I
ITA,118,Italian Community and Culture II
ITA,201,Italian III
ITA,202,Italian IV
ITA,210,Italian Oral Skills
ITA,215,Intermediate Italian I
ITA,216,Intermediate Italian II
ITA,217,Italian Community and Culture III
ITA,218,Italian Community and Culture IV
ITA,315,Italian Practicum I
ITA,316,Italian Practicum II
ITA,325,Advanced Language Usage
ITA,326,"Italy Today: Language, Media and Culture in Contemporary Italy"
ITA,376,Contemporary Italian Literature
ITA,400,Selected Topics
ITA,407,"Love, Italian Style"
ITA,409,Dante’s Comedy: Inferno
ITA,412,Boccaccio’s Decameron
ITA,421,Patterns of Modernity in 20th Century Italian Literature
ITA,422,Mass Communication in the Italian Culture
ITA,423,Contemporary Italian Language and Society
ITA,432,"Verga, Verismo, Southern Novel"
ITA,434,Africa in Italian Literature
ITA,436,"Lies, Deceptions and Miscreants in Italian Literature"
ITA,441,Modern and Contemporary Italian Theater
ITA,442,Italian Novel Under Fascism
ITA,445,"Class, Ideology and the Novel After 1968"
ITA,499,Honors Capstone Project
JNL,211,Cross-Media News Writing
JNL,221,Foundations of Data and Digital Journalism
JNL,345,Business and Ethics of Journalism in a Changing World
JNL,490,Independent Study
JNL,499,Thesis
JNL,530,Topics in Specialized Reporting
JPS,101,Japanese I
JPS,102,Japanese II
JPS,111,Japanese Practice for JPS 102
JPS,201,Japanese III
JPS,202,Japanese IV
JPS,211,Japanese Practice for JPS 201
JPS,212,Japanese Practice for JPS 202
JPS,301,Japanese V
JPS,302,Japanese VI
JPS,303,Japanese Culture for Professional Purposes
JSP,100,Selected Topics
JSP,107,"Religion, Literature, Film"
JSP,114,"The Bible in History, Culture and Religion"
JSP,131,Great Jewish Writers
JSP,135,Judaism
JSP,215,The Jewish Bible/Christian Old Testament
JSP,231,Jewish Literature
JSP,235,Travel Narratives and Pilgrimages
JSP,237,Jewish Mysticism
JSP,239,Jewish Humor and Satire
JSP,290,Independent Study
JSP,300,Selected Topics
JSP,301,Advanced Hebrew I
JSP,303,Advanced Hebrew II
JSP,307,The Temple and the Dead Sea Scrolls
JSP,308,Ancient Judaism and the Origins of Christianity
JSP,311,The Bible as Literature
JSP,316,The Torah/Pentateuch as a Scripture
JSP,321,"Christians, Jews and Muslims"
JSP,331,European and American Jewish Literature
JSP,332,Jewish Textual Tradition
JSP,333,Yiddish Literature in Translation
JSP,334,Modern Judaism
JSP,335,Israeli Literature and Culture
JSP,337,Shoah: Responding to the Holocaust
JSP,338,American Judaism
JSP,342,Religion and Politics in the Israeli-Palestinian Conflict
JSP,362,Nazi Germany and the Holocaust
JSP,379,American Slavery and the Holocaust
JSP,380,International Course
JSP,400,Selected Topics
JSP,401,Hebrew Literature in the Original
JSP,435,Modern Jewish Thought
JSP,439,Jewish Studies Seminar
JSP,470,Experience Credit
JSP,490,Independent Study
JSP,499,Honors Capstone Project
JSP,500,Selected Topics
KNM,100,Selected Topics
KNM,200,Selected Topics
KNM,301,Introduction to Knowledge Management
KNM,310,Knowledge Capture and Codification
KNM,311,Safeguarding Knowledge Management and Codification Data
KNM,400,Selected Topics
KNM,401,Professional Issues in Knowledge Management
KNM,402,Strategy and Planning
KNM,403,Process Continuity and Future Planning
KOR,101,Korean I
KOR,102,Korean II
KOR,180,International Course
KOR,200,Selected Topics
KOR,201,Korean III
KOR,202,Korean IV
KOR,300,Selected Topics
LAS,200,Selected Topics
LAS,300,Selected Topics
LAS,302,Introduction to Latin American Literature
LAS,313,Modern Latin America
LAS,315,Advanced Language Usage
LAS,318,South American Cultures
LAS,321,Latin American Development: Spatial Aspects
LAS,322,Colonial Latin America
LAS,324,Recent Latin American History
LAS,325,Colonialism in Latin America
LAS,326,Beyond the Screen: Latin American and Spanish Film
LAS,332,Music in the Caribbean
LAS,333,Politics of Latin America
LAS,334,Contemporary Issues in Chile and Latin America
LAS,335,Mexico and the United States
LAS,343,Latina Feminist Theories
LAS,358,Latin American International Relations
LAS,402,Hispanic Journalistic Practices
LAS,423,Effects of Globalization in Latin America
LAS,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone"
LAS,425,Post-colonialism and Philosophy
LAS,433,Business Spanish
LAS,439,Community Outreach: Language in Action
LAS,461,Nobel Prize Writers of the Spanish-Speaking World
LAS,463,Contemporary Latin American Theater
LAS,465,Literature and Popular Culture
LAS,467,Film and Literature
LAS,471,Contemporary Latin American Literature
LAS,475,"Women, Myth and Nation in Latin American Literature"
LAS,479,"Perspectives on Mexico and Central America: Literature, Art, Film"
LAS,480,International Course
LAS,481,The Literature of Latinos in the United States
LAS,482,Chican@/x and Latin@/x Literature: Vision as Power
LAS,483,US Latin@/x Literature and The Body
LAS,489,Hispanic Caribbean Narrative and Film
LAS,493,Afro-Hispanic Topics in Caribbean Literature
LAS,494,Hispanic Caribbean Literature
LAS,495,Marginal Cultures in Hispanic Caribbean Literature
LAS,497,Text and Context in Cuban Revolutionary Literature
LAS,499,Honors Capstone Project
LAS,520,Research on Latin America
LAS,537,Environmental Policy in a Development Context
LAT,101,Latin I
LAT,102,Latin II
LAT,201,Latin III
LAT,310,Latin Prose Authors
LAT,320,Latin Poets
LAT,410,Advanced Latin Prose
LAT,420,Advanced Latin Poetry
LGL,201,Introduction to Legal Systems and Legal Ethics
LGL,322,Alternative Dispute Resolution
LIN,180,International Course
LIN,201,The Nature and Study of Language
LIN,202,Languages of the World
LIN,251,English Words
LIN,301,Introductory Linguistic Analysis
LIN,305,Linguistic Structure of English
LIN,312,Meaning and Communication
LIN,321,Introduction to Methodology of Teaching Languages: English/Foreign Language Teaching
LIN,326,Structure of Standard Arabic
LIN,371,Dimensions of Bilingualism and Multiculturalism
LIN,373,Language Variation and Change
LIN,374,Topics in Sociolinguistics
LIN,375,Forensic Linguistics
LIN,381,Global Communication Through World Englishes
LIN,392,Second Language Acquisition
LIN,400,Selected Topics
LIN,406,Field Methods in Linguistics
LIN,411,Semantics of Human Languages
LIN,422,Advanced Methods of Teaching Languages: English/Foreign Language Teaching
LIN,431,Phonological Analysis
LIN,441,Syntactic Analysis
LIN,451,Morphological Analysis
LIN,461,Introduction to Historical Linguistics
LIN,471,Dimensions of Bilingualism and Multiculturalism
LIN,499,Honors Capstone Project
LIN,580,International Course
LIT,101,Ancient Greek Literature:  The Rise of Athens
LIT,102,Roman Literature:  Empire and Its Discontents
LIT,131,Great Jewish Writers
LIT,180,International Course
LIT,203,"Greek and Roman Epic:  Heroes, Gods, and the Universe"
LIT,204,Popular Culture in Modern Japan
LIT,205,Tokyo Today in Literature and Film
LIT,211,Ancient Greek Drama:  The Birth of Comedy and Tragedy
LIT,226,Dostoevsky and Tolstoy
LIT,227,Pasternak and Solzhenitsyn
LIT,231,Jewish Literature
LIT,235,Travel Narratives and Pilgrimages
LIT,237,Jewish Mysticism
LIT,239,Jewish Humor and Satire
LIT,241,Dante and the Medieval World
LIT,242,Petrarch and the Renaissance World
LIT,243,Cultures of Italy from the Middle Ages to the Present
LIT,245,Florence and Renaissance Civilization
LIT,246,Machiavelli and Modernity
LIT,247,Science and Revolution in Italy from Dante to Modernity
LIT,255,Cervantes in English
LIT,256,Blood: A Cultural History
LIT,257,Italian Cinema and Culture Since World War II
LIT,300,Selected Topics
LIT,301,French Cinema Vs. Hollywood
LIT,303,Culture and Crisis in Contemporary Japan
LIT,304,"Japanese Literature, Film and Culture"
LIT,311,Chinese Literature
LIT,312,Chinese Film
LIT,316,Italian Fashion and Food Stories
LIT,331,Russian Culture Through Fiction and Film
LIT,332,Russian Fairy Tales and Folklore
LIT,333,Yiddish Literature in Translation
LIT,335,Israeli Literature and Culture
LIT,336,Arabic Cultures
LIT,343,Latina Feminist Theories
LIT,361,Russian Literary Film Adaptations
LIT,362,Russia Today
LIT,381,Italian and European Theater 1500-1700
LIT,382,Asian Cinema
LIT,421,Classical Mythology
LIT,423,Italian Film Now
LIT,424,"Sex, Politics, Religion in Italian Literature"
LIT,442,From Dante to Calvino: Italian Literature in Translation
LIT,443,"Dante, Petrarch, and Boccaccio"
LIT,445,Comedy in Italy: From Ancient to Modern Times
LIT,499,Honors Capstone Project
LIT,510,Studies in Greek and Roman Literature in Translation
LIT,521,Mythhology
LLA,200,Selected Topics
LLA,201,Elements of Law
LLA,300,Selected Topics
LLA,490,Independent Study
LPP,255,Introduction to the Legal System
LPP,300,Selected Topics
LPP,455,Law of Business Organizations
LPP,456,Land Development Law
LPP,457,Law of Commercial Transactions
LPP,458,Environmental Law and Public Policy
LPP,459,The Law of Global Business
LPP,464,Employment Law
LPP,465,Business and Contemporary Society
LPP,467,Management and Ethics
LPP,499,Honors Capstone Project
MAE,180,International Course
MAE,251,Thermodynamics
MAE,284,Introduction to CAD
MAE,300,Selected Topics
MAE,312,Engineering Analysis
MAE,315,Mechanical and Aerospace Engineering Laboratory
MAE,321,Dynamics of Mechanical Systems
MAE,322,Control Systems for MAE
MAE,333,Data Analysis for Engineers
MAE,341,Fluid Mechanics
MAE,355,Fundamentals of Heat Transfer
MAE,373,Analysis and Design of Structures
MAE,415,Mechanical and Aerospace Engineering laboratory III
MAE,457,Automotive Engineering for ECS Students
MAE,473,Introduction to Finite Element Analysis
MAE,480,International Course
MAE,483,Applied Environmental Acoustics and Noise Control
MAE,486,Fuel Cell Science and Technology
MAE,490,Independent Study
MAE,499,Honors Capstone Project
MAE,510,"Nuclear Reactor Design, Operation and Safety"
MAE,512,Technology Management
MAE,525,"Soft Robotics: Materials, Mechanics, and Machines"
MAE,530,Introduction to Design Optimization
MAE,536,Composite Materials
MAE,545,Applications of Fluid Mechanics
MAE,548,Engineering Economics and Technology Valuation
MAE,551,Energy Conversion
MAE,552,Building Environmental Measurements and Controls
MAE,553,HVAC Systems Analysis and Design
MAE,554,Principles of Refrigeration
MAE,555,Fundamentals of Nano-Science & Nano-Engineering
MAE,571,Applications of Computational Fluid Dynamics
MAE,573,Application of Finite Element Analysis
MAE,580,International Course
MAE,585,Principles of Turbomachines
MAE,587,Design of Solar Energy System
MAE,588,Principles of Wind Turbines
MAG,300,Selected Topics
MAG,409,FIRST ISSUE: Starting a Magazine
MAG,499,Honors Capstone Project
MAG,500,Selected Topics
MAG,529,Writing and Editing for Magazine Websites
MAR,255,Principles of Marketing
MAR,301,Essentials of Marketing
MAR,356,Marketing Research
MAR,357,Consumer Behavior
MAR,378,Industrial Marketing
MAR,400,Selected Topics
MAR,401,Electronic Retailing and Marketing
MAR,407,Sales Management in B2B Markets
MAR,444,New Product Management
MAR,445,Brand Management
MAR,452,Pricing Strategies for Products and Services
MAR,453,Marketing Analytics
MAR,455,Marketing Communications
MAR,456,Global Marketing Strategy
MAR,499,Honors Capstone Project
MAS,180,International Course
MAS,261,Introductory Statistics for Management
MAS,362,Decision Tools for Management
MAS,423,Introduction to Nonparametric Statistics
MAS,465,Applied Sample Survey Methods
MAS,477,Time Series Analysis and Forecasting
MAS,499,Honors Capstone Project
MAT,108,Basic Probability and Statistics for the Liberal Arts I
MAT,109,Basic Probability and Statistics for the Liberal Arts II
MAT,112,Algebraic Operations and Functions
MAT,117,Foundational Mathematics via Problem Solving I
MAT,118,Foundational Mathematics via Problem Solving II
MAT,119,Foundational Mathematics via Problem Solving III
MAT,120,Supplemental Basic Mathematics
MAT,121,Probability and Statistics for the Liberal Arts I
MAT,122,Probability and Statistics for the Liberal Arts II
MAT,180,International Course
MAT,183,Elements of Modern Mathematics
MAT,193,Algebra-Infused Precalculus
MAT,194,Precalculus
MAT,200,Selected Topics
MAT,221,Elementary Probability and Statistics I
MAT,222,Elementary Probability and Statistics II
MAT,270,Experience Credit
MAT,284,Business Calculus
MAT,285,Life Sciences Calculus I
MAT,286,Life Sciences Calculus II
MAT,290,Independent Study
MAT,291,Calculus I Plus
MAT,292,Calculus II Plus
MAT,295,Calculus I
MAT,296,Calculus II
MAT,331,First Course in Linear Algebra
MAT,375,Introduction to Abstract Mathematics
MAT,391,Calculus III Plus
MAT,397,Calculus III
MAT,412,Introduction to Real Analysis I
MAT,414,Introduction to Ordinary Differential Equations
MAT,421,Applied Probability and Statistics
MAT,422,Statistical Computing
MAT,485,Differential Equations and Matrix Algebra for Engineers
MAT,490,Independent Study
MAT,495,Fundamentals of Data Science
MAT,499,Honors Capstone Project
MAT,503,Matrix Methods for Data Science
MAT,511,Advanced Calculus
MAT,512,Introduction to Real Analysis II
MAT,513,Introduction to Complex Analysis
MAT,517,Partial Differential Equations and Fourier Series
MAT,518,"Fourier Series, Transforms and Wavelets"
MAT,521,Introduction to Probability
MAT,523,Statistical Methods for Data Science
MAT,524,Regression Analysis
MAT,525,Mathematical Statistics
MAT,526,Introduction to Stochastic Processes
MAT,527,Analysis of Variance and Experimental Design
MAT,528,Probability Models for Actuarial Science
MAT,529,Introduction to Bayesian Statistics
MAT,531,Second Course in Linear Algebra
MAT,532,Applied Linear Algebra
MAT,534,Introduction to Abstract Algebra
MAT,541,Introduction to Number Theory
MAT,545,Introduction to Combinatorics
MAT,551,Fundamental Concepts of Geometry
MAT,554,Differential Geometry
MAT,562,Elementary Topology
MAT,581,Numerical Methods with Programming
MAT,593,History of Mathematics
MAT,598,Statistics Seminar
MAT,599,Senior Seminar in Mathematics
MAX,123,Critical Issues for the United States
MAX,132,Global Community
MAX,201,Quantitative Methods for the Social Sciences
MAX,301,"Ethics, Justice, and Citizenship"
MAX,302,Civic Engagement Research Seminar
MAX,310,"Community Placement in Ethics, Justice and Citizenship"
MAX,401,Civic Engagement Action Plan Workshop
MAX,490,Independent Study
MAX,499,Honors Capstone Project
MEE,270,Experience Credit
MEE,290,Independent Study
MEE,332,Machine Design
MEE,416,Mechanical Engineering Laboratory
MEE,431,Manufacturing Processes
MEE,454,Air Conditioning
MEE,456,Applications of Heat Transfer
MEE,470,Experience Credit
MEE,471,Design Practice
MEE,472,Synthesis of Mechanical Systems
MEE,473,Engineering Design Analysis
MEE,475,Special Design Project
MEE,480,International Course
MEE,486,Introduction to Nuclear Power
MEE,487,Design of Solar-Energy Systems
MEE,490,Independent Study
MEE,499,Honors Capstone Project
MEE,524,Microprocessors in Mechanical and Manufacturing Engineering
MEE,571,Computer Aided Design
